,,,,,Children under 6 years with elevated blood lead levels (BLL) : Summarize
Topic: Health Behavior and Population
Subtopic: Childhood Lead Exposure
Indicator Name: Children under 6 years with elevated blood lead levels (BLL)
Indicator Description: There is no safe level of lead in the blood. Lead poisoning can cause learning and behavior problems and delay growth and mental development.
Notes: *Estimate is based on small numbers so should be interpreted with caution.

Year,GeoTypeName,Borough,Geography,Geography ID,Indicator Name,Number BLL >=10 µg/dL,Number BLL >=15 µg/dL,Number BLL >=5 µg/dL,Number Tested,"Rate BLL >=10 µg/dL (per 1,000 tested)","Rate BLL >=15 µg/dL (per 1,000 tested)","Rate BLL >=5 µg/dL (per 1,000 tested)",Notes Number BLL >=10 µg/dL,Notes Number BLL >=15 µg/dL,Notes Number BLL >=5 µg/dL,Notes Number Tested,Notes Rate BLL >=10 µg/dL,Notes Rate BLL >=15 µg/dL,Notes Rate BLL >=5 µg/dL,
2007,Neighborhood (UHF 42),Brooklyn, Borough Park,206,Children under 6 years with elevated blood lead levels (BLL),138,57,"1,566","12,000",11.5,4.7,130.2,,,,,,,,
2008,Neighborhood (UHF 42),Brooklyn, Borough Park,206,Children under 6 years with elevated blood lead levels (BLL),152,51,"1,302","13,500",11.3,3.8,96.8,,,,,,,,
2009,Neighborhood (UHF 42),Brooklyn, Borough Park,206,Children under 6 years with elevated blood lead levels (BLL),137,51,"1,223","14,300",9.6,3.6,85.3,,,,,,,,
2010,Neighborhood (UHF 42),Brooklyn, Borough Park,206,Children under 6 years with elevated blood lead levels (BLL),136,44,"1,152","15,800",8.6,2.8,73.0,,,,,,,,
2011,Neighborhood (UHF 42),Brooklyn, Borough Park,206,Children under 6 years with elevated blood lead levels (BLL),121,35,"1,061","17,000",7.1,2.1,62.4,,,,,,,,
2012,Neighborhood (UHF 42),Brooklyn, Borough Park,206,Children under 6 years with elevated blood lead levels (BLL),102,33,887,"16,900",6.0,2.0,52.6,,,,,,,,
2013,Neighborhood (UHF 42),Brooklyn, Borough Park,206,Children under 6 years with elevated blood lead levels (BLL),76,24,780,"17,000",4.5,1.4,45.8,,,,,,,,
2014,Neighborhood (UHF 42),Brooklyn, Borough Park,206,Children under 6 years with elevated blood lead levels (BLL),101,34,702,"17,100",5.9,2.0,41.1,,,,,,,,
2015,Neighborhood (UHF 42),Brooklyn, Borough Park,206,Children under 6 years with elevated blood lead levels (BLL),85,25,591,"17,000",5.0,1.5,34.8,,,,,,,,
2016,Neighborhood (UHF 42),Brooklyn, Borough Park,206,Children under 6 years with elevated blood lead levels (BLL),86,33,575,"16,400",5.2,2.0,35.0,,,,,,,,
2017,Neighborhood (UHF 42),Brooklyn, Borough Park,206,Children under 6 years with elevated blood lead levels (BLL),71,30,531,"16,300",4.3,1.8,32.5,,,,,,,,
2018,Neighborhood (UHF 42),Brooklyn, Borough Park,206,Children under 6 years with elevated blood lead levels (BLL),69,29,518,"16,000",4.3,1.8,32.5,,,,,,,,
2019,Neighborhood (UHF 42),Brooklyn, Borough Park,206,Children under 6 years with elevated blood lead levels (BLL),75,31,348,"15,200",4.9,2.0,22.9,,,,,,,,
2005,Neighborhood (UHF 42),Brooklyn, Canarsie - Flatlands,208,Children under 6 years with elevated blood lead levels (BLL),46,17,701,"7,400",6.2,2.3,94.9,,,,,,,,
2006,Neighborhood (UHF 42),Brooklyn, Canarsie - Flatlands,208,Children under 6 years with elevated blood lead levels (BLL),46,15,700,"7,400",6.2,2.0,94.2,,,,,,,,
2007,Neighborhood (UHF 42),Brooklyn, Canarsie - Flatlands,208,Children under 6 years with elevated blood lead levels (BLL),35,9,628,"7,300",4.8,1.2,86.0,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2008,Neighborhood (UHF 42),Brooklyn, Canarsie - Flatlands,208,Children under 6 years with elevated blood lead levels (BLL),25,6,392,"7,400",3.4,0.8,52.7,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2009,Neighborhood (UHF 42),Brooklyn, Canarsie - Flatlands,208,Children under 6 years with elevated blood lead levels (BLL),23,6,272,"7,500",3.1,0.8,36.1,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2010,Neighborhood (UHF 42),Brooklyn, Canarsie - Flatlands,208,Children under 6 years with elevated blood lead levels (BLL),25,5,262,"8,000",3.1,0.6,32.8,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2011,Neighborhood (UHF 42),Brooklyn, Canarsie - Flatlands,208,Children under 6 years with elevated blood lead levels (BLL),11,3,192,"7,900",1.4,0.4,24.2,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2012,Neighborhood (UHF 42),Brooklyn, Canarsie - Flatlands,208,Children under 6 years with elevated blood lead levels (BLL),13,3,129,"7,400",1.7,0.4,17.4,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2013,Neighborhood (UHF 42),Brooklyn, Canarsie - Flatlands,208,Children under 6 years with elevated blood lead levels (BLL),9,2,120,"7,300",1.2,0.3,16.4,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2014,Neighborhood (UHF 42),Brooklyn, Canarsie - Flatlands,208,Children under 6 years with elevated blood lead levels (BLL),8,2,97,"7,300",1.1,0.3,13.3,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2015,Neighborhood (UHF 42),Brooklyn, Canarsie - Flatlands,208,Children under 6 years with elevated blood lead levels (BLL),13,2,84,"7,200",1.8,0.3,11.7,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2016,Neighborhood (UHF 42),Brooklyn, Canarsie - Flatlands,208,Children under 6 years with elevated blood lead levels (BLL),6,2,88,"6,900",0.9,0.3,12.8,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2017,Neighborhood (UHF 42),Brooklyn, Canarsie - Flatlands,208,Children under 6 years with elevated blood lead levels (BLL),11,1,80,"6,900",1.6,0.1,11.7,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2018,Neighborhood (UHF 42),Brooklyn, Canarsie - Flatlands,208,Children under 6 years with elevated blood lead levels (BLL),8,1,73,"6,600",1.2,0.2,11.0,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2019,Neighborhood (UHF 42),Brooklyn, Canarsie - Flatlands,208,Children under 6 years with elevated blood lead levels (BLL),6,3,42,"6,700",0.9,0.4,6.2,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2005,Neighborhood (UHF 42),Manhattan, Central Harlem - Morningside Heights,302,Children under 6 years with elevated blood lead levels (BLL),60,16,892,"6,100",9.8,2.6,146.2,,,,,,,,
2006,Neighborhood (UHF 42),Manhattan, Central Harlem - Morningside Heights,302,Children under 6 years with elevated blood lead levels (BLL),42,15,776,"6,300",6.7,2.4,124.0,,,,,,,,
2007,Neighborhood (UHF 42),Manhattan, Central Harlem - Morningside Heights,302,Children under 6 years with elevated blood lead levels (BLL),42,13,617,"6,200",6.7,2.1,98.9,,,,,,,,
2008,Neighborhood (UHF 42),Manhattan, Central Harlem - Morningside Heights,302,Children under 6 years with elevated blood lead levels (BLL),29,11,425,"6,200",4.7,1.8,68.8,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2009,Neighborhood (UHF 42),Manhattan, Central Harlem - Morningside Heights,302,Children under 6 years with elevated blood lead levels (BLL),32,8,289,"6,200",5.2,1.3,46.6,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2010,Neighborhood (UHF 42),Manhattan, Central Harlem - Morningside Heights,302,Children under 6 years with elevated blood lead levels (BLL),22,6,249,"6,300",3.5,1.0,39.6,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2011,Neighborhood (UHF 42),Manhattan, Central Harlem - Morningside Heights,302,Children under 6 years with elevated blood lead levels (BLL),22,6,192,"6,300",3.5,0.9,30.3,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2012,Neighborhood (UHF 42),Manhattan, Central Harlem - Morningside Heights,302,Children under 6 years with elevated blood lead levels (BLL),10,2,94,"6,100",1.6,0.3,15.4,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2013,Neighborhood (UHF 42),Manhattan, Central Harlem - Morningside Heights,302,Children under 6 years with elevated blood lead levels (BLL),9,2,121,"5,900",1.5,0.3,20.4,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2014,Neighborhood (UHF 42),Manhattan, Central Harlem - Morningside Heights,302,Children under 6 years with elevated blood lead levels (BLL),9,6,88,"5,500",1.6,1.1,16.0,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2015,Neighborhood (UHF 42),Manhattan, Central Harlem - Morningside Heights,302,Children under 6 years with elevated blood lead levels (BLL),9,4,67,"5,300",1.7,0.8,12.7,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2016,Neighborhood (UHF 42),Manhattan, Central Harlem - Morningside Heights,302,Children under 6 years with elevated blood lead levels (BLL),9,5,69,"5,100",1.8,1.0,13.4,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2017,Neighborhood (UHF 42),Manhattan, Central Harlem - Morningside Heights,302,Children under 6 years with elevated blood lead levels (BLL),5,1,42,"4,800",1.0,0.2,8.8,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2018,Neighborhood (UHF 42),Manhattan, Central Harlem - Morningside Heights,302,Children under 6 years with elevated blood lead levels (BLL),7,1,55,"4,900",1.4,0.2,11.3,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2019,Neighborhood (UHF 42),Manhattan, Central Harlem - Morningside Heights,302,Children under 6 years with elevated blood lead levels (BLL),13,7,47,"5,000",2.6,1.4,9.4,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2005,Neighborhood (UHF 42),Manhattan, Chelsea - Clinton,306,Children under 6 years with elevated blood lead levels (BLL),12,4,227,"2,200",5.5,1.8,104.9,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2006,Neighborhood (UHF 42),Manhattan, Chelsea - Clinton,306,Children under 6 years with elevated blood lead levels (BLL),15,3,188,"2,200",6.7,1.3,84.5,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2007,Neighborhood (UHF 42),Manhattan, Chelsea - Clinton,306,Children under 6 years with elevated blood lead levels (BLL),16,3,186,"2,100",7.6,1.4,88.2,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2008,Neighborhood (UHF 42),Manhattan, Chelsea - Clinton,306,Children under 6 years with elevated blood lead levels (BLL),16,1,129,"2,100",7.7,0.5,62.0,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2009,Neighborhood (UHF 42),Manhattan, Chelsea - Clinton,306,Children under 6 years with elevated blood lead levels (BLL),5,2,89,"2,200",2.3,0.9,41.3,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2010,Neighborhood (UHF 42),Manhattan, Chelsea - Clinton,306,Children under 6 years with elevated blood lead levels (BLL),4,1,48,"2,200",1.8,0.5,21.6,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2011,Neighborhood (UHF 42),Manhattan, Chelsea - Clinton,306,Children under 6 years with elevated blood lead levels (BLL),4,3,41,"2,200",1.9,1.4,19.0,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2012,Neighborhood (UHF 42),Manhattan, Chelsea - Clinton,306,Children under 6 years with elevated blood lead levels (BLL),4,1,37,"2,100",1.9,0.5,17.4,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2013,Neighborhood (UHF 42),Manhattan, Chelsea - Clinton,306,Children under 6 years with elevated blood lead levels (BLL),2,1,38,"1,800",1.1,0.5,20.9,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2014,Neighborhood (UHF 42),Manhattan, Chelsea - Clinton,306,Children under 6 years with elevated blood lead levels (BLL),1,0,24,"1,700",0.6,0.0,14.4,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2015,Neighborhood (UHF 42),Manhattan, Chelsea - Clinton,306,Children under 6 years with elevated blood lead levels (BLL),2,2,13,"1,900",1.0,1.0,6.7,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2016,Neighborhood (UHF 42),Manhattan, Chelsea - Clinton,306,Children under 6 years with elevated blood lead levels (BLL),2,2,14,"1,800",1.1,1.1,7.8,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
